Name,Date,Calories Burned,Steps,Distance,Floors,Minutes Sedentary,Minutes Lightly Active,Minutes Fairly Active,Minutes Very Active,Activity Calories,Minutes Asleep,Minutes Awake,Number of Awakenings,Time in Bed
User 4,2015-12-20,2173,7996,3.39,18,720,142,7,36,793,438,45,16,483
User 4,2015-12-21,3046,21782,9.79,47,632,148,35,128,1804,526,27,14,558
User 4,2015-12-22,2321,10245,4.34,19,872,209,13,16,998,417,34,22,454
User 4,2015-12-23,2889,17969,8.47,38,1044,233,25,66,1655,0,0,0,0
User 4,2015-12-24,2221,6354,2.69,8,682,299,0,0,954,359,51,17,410
User 4,2015-12-25,3218,21003,10.46,114,582,284,14,89,2048,378,54,20,432
User 4,2015-12-26,2266,9109,3.86,35,635,168,38,27,935,534,40,21,574
User 4,2015-12-27,2069,5137,2.18,9,690,232,0,0,743,528,38,22,566
User 4,2015-12-28,3597,19015,8.06,126,626,138,21,220,2425,512,30,15,545
User 4,2015-12-29,1930,5418,2.3,24,1320,73,32,15,503,0,0,0,0
User 4,2015-12-30,2448,0,0,0,1320,0,0,120,1031,0,0,0,0
User 4,2015-12-31,2411,10787,4.57,28,1004,239,13,44,1161,0,0,0,0
User 4,2016-01-01,2168,6834,2.9,34,775,227,19,4,860,501,25,15,527
User 4,2016-01-02,2227,8875,3.76,14,725,134,16,47,863,446,18,10,464
User 4,2016-01-03,2986,18504,9.53,28,567,165,6,96,1696,501,29,16,530
User 4,2016-01-04,2198,8581,3.64,18,764,144,12,36,823,493,43,15,536
User 4,2016-01-05,2644,15592,7.01,20,822,154,28,73,1345,440,26,17,469
User 4,2016-01-06,2836,18718,8.38,18,1015,160,32,95,1570,0,0,0,0
User 4,2016-01-07,2302,10072,4.27,18,684,197,13,18,964,480,26,16,509
User 4,2016-01-08,2693,14977,6.35,26,686,293,57,35,1522,478,48,20,526
User 4,2016-01-09,3488,25131,12.52,35,1008,288,43,101,2372,0,0,0,0
User 4,2016-01-10,2354,10223,4.33,17,569,221,74,8,1112,403,33,12,436
User 4,2016-01-11,2173,8401,3.56,19,805,134,7,35,783,464,29,11,493
User 4,2016-01-12,2710,16255,7.49,22,690,152,26,76,1404,446,26,15,474
User 4,2016-01-13,2802,17752,7.93,45,654,192,41,70,1545,444,23,14,467
User 4,2016-01-14,2604,14408,6.11,12,614,258,9,46,1361,468,33,14,501
User 4,2016-01-15,2334,10071,4.27,6,660,197,51,14,1031,442,36,15,478
User 4,2016-01-16,2495,11112,4.71,56,647,288,22,33,1278,514,30,15,544
User 4,2016-01-17,2306,9505,4.03,24,622,228,16,14,1000,502,23,15,525
User 4,2016-01-18,2232,7444,3.15,12,752,283,10,0,974,476,45,19,522
User 4,2016-01-19,1827,2455,1.04,4,1179,121,0,0,381,0,0,0,0
User 4,2016-01-20,2099,6643,2.82,22,682,191,5,6,751,453,47,21,506
User 4,2016-01-21,2400,10959,4.64,20,636,223,16,37,1119,480,43,16,523
User 4,2016-01-22,2306,9658,4.09,24,721,201,52,13,1013,519,29,17,549
User 4,2016-01-23,2492,10465,4.43,20,539,357,34,4,1343,409,24,10,433
User 4,2016-01-24,2089,5079,2.15,14,930,247,0,0,777,401,32,15,434
User 4,2016-01-25,2487,10956,4.64,29,1098,155,20,80,1186,0,0,0,0
User 4,2016-01-26,2325,10218,4.33,12,703,188,36,29,1024,429,18,10,448
User 4,2016-01-27,2645,13592,5.76,38,673,223,20,72,1410,432,37,15,469
User 4,2016-01-28,2311,10232,4.34,19,716,190,24,25,992,443,34,18,477
User 4,2016-01-29,2656,14938,6.33,20,647,294,26,39,1469,446,19,14,470
User 4,2016-01-30,2304,9767,4.15,12,835,201,33,27,1019,390,32,12,422
User 4,2016-01-31,2945,19685,8.34,120,845,258,135,53,1855,0,0,0,0
User 4,2016-02-01,2792,18476,7.83,28,704,191,38,92,1562,467,32,17,499
User 4,2016-02-02,2458,10299,4.36,16,652,185,21,58,1173,420,22,13,442
User 4,2016-02-03,2113,7550,3.2,17,752,159,3,18,734,489,20,7,509
User 4,2016-02-04,2600,13057,5.53,21,793,207,34,69,1362,450,29,14,483
User 4,2016-02-05,2551,12737,5.4,19,1005,301,21,33,1358,0,0,0,0
User 4,2016-02-06,2424,10385,4.4,20,547,313,36,8,1241,410,26,12,436
User 4,2016-02-07,2253,7274,3.08,16,655,300,13,2,1022,499,26,15,530
User 4,2016-02-08,2315,10220,4.33,39,651,194,22,31,1011,432,28,16,463
User 4,2016-02-09,2667,16110,6.83,25,698,164,42,92,1423,522,6,4,528
User 4,2016-02-10,2604,14982,6.73,17,604,177,26,59,1315,433,47,25,480
User 4,2016-02-11,2337,10671,4.52,17,777,187,23,37,1032,531,29,18,561
User 4,2016-02-12,2620,15691,6.65,63,659,183,20,82,1359,373,27,14,401
User 4,2016-02-13,2038,4869,2.06,6,765,227,0,0,719,506,15,8,524
User 4,2016-02-14,2066,5275,2.24,8,660,229,0,0,745,486,43,19,529
User 4,2016-02-15,2200,7552,3.2,10,664,251,6,6,920,487,19,10,506
User 4,2016-02-16,2319,10256,4.35,39,669,174,29,43,1013,446,18,11,464
User 4,2016-02-17,2533,13333,5.95,12,657,178,33,60,1250,488,25,12,513
User 4,2016-02-18,2432,11935,5.06,17,815,227,19,38,1169,489,22,12,511
User 4,2016-02-19,2405,10637,4.51,23,1144,247,15,34,1142,0,0,0,0
User 4,2016-02-20,2689,14686,6.22,25,498,335,27,49,1571,385,26,14,412
User 4,2016-02-21,2951,21218,8.99,199,462,189,214,22,1846,457,11,8,468
User 4,2016-02-22,1909,4104,1.74,9,896,119,6,11,488,522,25,16,548
User 4,2016-02-23,2422,10609,4.5,14,823,179,5,58,1114,415,24,13,439
User 4,2016-02-24,1417,6435,2.74,16,739,121,3,18,609,0,0,0,0
User 5,2016-01-01,1392,1318,0.54,0,1171,82,0,0,197,0,0,0,0
User 5,2016-01-02,1758,7862,3.23,0,828,210,0,0,659,163,103,14,279
User 5,2016-01-03,1541,3696,1.52,0,766,171,0,0,434,271,159,14,430
User 5,2016-01-04,1701,6796,2.9,0,708,195,5,0,605,252,167,16,437
User 5,2016-01-05,1824,8373,3.48,0,705,230,31,4,771,284,175,20,459
User 5,2016-01-06,1925,10459,4.34,0,799,259,16,15,897,341,116,14,457
User 5,2016-01-07,1799,8061,3.39,0,1188,243,4,5,738,0,0,0,0
User 5,2016-01-08,1455,3034,1.25,0,588,94,8,1,286,152,0,67,749
User 5,2016-01-09,1659,5543,2.28,0,1230,203,7,0,567,0,0,0,0
User 5,2016-01-10,1436,1971,0.81,0,721,102,0,0,253,318,191,20,509
User 5,2016-01-11,1817,8452,3.5,0,707,240,20,0,758,287,157,15,471
User 5,2016-01-12,1776,7788,3.21,0,797,217,15,3,697,218,228,25,465
User 5,2016-01-13,1831,9105,3.8,0,664,238,3,10,773,299,122,15,421
User 5,2016-01-14,1737,7045,2.93,0,850,215,8,3,652,385,136,17,521
User 5,2016-01-15,1766,7743,3.18,0,1095,215,19,4,694,0,0,0,0
User 5,2016-01-16,1791,6972,2.86,0,551,276,13,0,758,400,155,16,555
User 5,2016-01-17,1702,5235,2.15,0,623,248,9,0,645,370,147,17,526
User 5,2016-01-18,1834,9035,3.73,0,826,225,32,12,792,332,87,11,447
User 5,2016-01-19,1679,5931,2.53,0,701,190,7,1,569,0,0,45,409
User 5,2016-01-20,1652,6351,2.62,0,968,187,0,0,553,318,89,12,417
User 5,2016-01-21,1633,5711,2.42,0,1148,154,0,0,488,0,0,0,0
User 5,2016-01-22,1718,7367,3.07,0,696,176,16,8,618,338,166,16,504
User 5,2016-01-23,1629,5330,2.19,0,664,206,0,0,550,398,184,19,597
User 5,2016-01-24,1741,5694,2.34,0,631,271,0,0,689,395,162,15,567
User 5,2016-01-25,1738,7268,3.08,0,741,216,0,0,648,298,160,15,471
User 5,2016-01-26,1763,7287,3.02,0,737,245,0,0,695,330,131,17,472
User 5,2016-01-27,1721,6904,2.85,0,760,199,10,4,626,282,173,20,467
User 5,2016-01-28,1646,5685,2.37,0,908,184,0,0,533,284,170,20,467
User 5,2016-01-29,1576,5507,2.26,0,1306,124,9,1,430,0,0,0,0
User 5,2016-01-30,1236,94,0.04,0,1437,3,0,0,8,0,0,0,0
User 5,2016-01-31,1610,4068,1.67,0,1255,185,0,0,481,0,0,0,0
User 6,2016-01-25,2246,3895,1.65,22,649,179,0,0,716,347,11,5,359
User 6,2016-01-26,2370,4498,1.91,15,666,204,0,0,851,339,5,4,344
User 6,2016-01-27,2125,2971,1.26,6,805,145,0,0,554,463,6,5,470
User 6,2016-01-28,2109,2958,1.25,7,828,147,0,0,555,408,17,8,425
User 6,2016-01-29,2074,2391,1.01,4,814,132,0,0,498,456,29,15,485
User 6,2016-01-30,2597,4997,2.12,23,654,292,0,0,1166,477,12,4,489
User 6,2016-01-31,2458,3966,1.68,21,557,235,18,0,1000,590,43,22,633
User 6,2016-02-01,2344,3501,1.48,8,755,179,13,4,842,486,23,13,510
User 6,2016-02-02,2623,6307,2.67,14,595,230,28,2,1168,485,13,6,498
User 6,2016-02-03,2319,3668,1.55,7,817,184,6,1,818,522,19,14,548
User 6,2016-02-04,2387,3660,1.55,11,696,200,18,0,905,458,4,4,462
User 6,2016-02-05,2577,3577,1.52,11,677,187,78,2,1161,503,21,10,524
User 6,2016-02-06,2572,6691,2.84,25,708,264,7,0,1164,453,20,9,473
User 6,2016-02-07,2688,4255,1.8,9,518,245,19,15,1264,272,14,8,286
User 6,2016-02-08,2661,4808,2.04,12,738,240,0,13,1223,507,28,14,536
User 6,2016-02-09,2307,3777,1.6,13,713,204,0,0,799,463,17,12,480
User 6,2016-02-10,2492,5677,2.44,8,724,245,8,2,1036,482,35,13,517
User 6,2016-02-11,2319,3672,1.56,4,681,207,12,0,861,439,19,9,458
User 6,2016-02-12,2555,4547,1.96,12,752,214,22,6,1070,513,22,10,535
User 6,2016-02-13,2922,5864,2.52,10,623,333,28,0,1582,176,10,5,186
User 6,2016-02-14,2636,3641,1.57,7,556,267,11,0,1211,515,20,11,536
User 6,2016-02-15,2487,4365,1.88,10,706,217,9,0,990,275,13,5,288
User 6,2016-02-16,2432,4956,2.13,10,654,206,10,0,912,332,33,14,365
User 6,2016-02-17,2243,3395,1.46,6,750,182,0,0,706,551,37,15,588
User 6,2016-02-18,2547,4322,1.86,11,670,255,5,4,1113,444,12,3,456
User 6,2016-02-19,2406,4148,1.78,21,766,227,0,0,921,478,10,5,488
User 6,2016-02-20,2555,4560,1.96,7,711,290,0,0,1115,442,23,12,465
User 6,2016-02-21,2500,3615,1.55,7,677,262,0,0,1030,487,19,9,511
User 6,2016-02-22,2409,5900,2.54,13,636,268,0,0,991,300,17,8,317
User 6,2016-02-23,2384,5074,2.18,15,671,200,0,0,862,416,18,9,434
User 6,2016-02-24,1238,929,0.4,2,403,55,0,0,236,528,9,7,537
User 7,2016-01-01,2679,5487,3.03,3,795,250,0,0,1047,365,30,12,395
User 7,2016-01-02,2533,5040,2.78,4,1127,199,0,0,875,96,18,9,114
User 7,2016-01-03,2822,5763,3.18,6,780,252,9,1,1150,369,29,16,398
User 7,2016-01-04,4204,22641,12.78,34,736,241,16,129,2656,295,23,11,318
User 7,2016-01-05,4255,25344,14.27,46,661,258,55,123,2808,305,38,16,343
User 7,2016-01-06,3422,16318,9.01,33,765,219,8,84,1901,343,21,13,364
User 7,2016-01-07,3561,19830,10.95,34,647,231,22,92,2114,324,64,25,388
User 7,2016-01-08,3606,20336,11.24,35,711,206,39,114,2176,407,23,14,430
User 7,2016-01-09,3259,12871,7.52,5,601,245,9,48,1724,347,11,7,358
User 7,2016-01-10,3342,11204,6.48,16,645,231,7,48,1753,405,22,14,427
User 7,2016-01-11,3897,22177,12.52,46,727,212,32,126,2448,312,31,14,343
User 7,2016-01-12,3723,20653,11.66,42,716,179,41,122,2258,340,27,13,367
User 7,2016-01-13,3238,15343,8.48,39,729,232,23,71,1762,374,23,15,400
User 7,2016-01-14,3501,16561,9.31,38,768,247,5,74,2015,317,28,16,346
User 7,2016-01-15,3802,20516,11.68,35,694,251,6,105,2318,355,25,13,384
User 7,2016-01-16,3177,10765,6.28,14,618,198,15,46,1595,529,33,17,563
User 7,2016-01-17,2932,8842,4.89,15,622,175,21,42,1335,404,36,17,441
User 7,2016-01-18,3167,10476,6.09,13,620,176,37,48,1579,448,24,14,472
User 7,2016-01-19,4180,25580,14.13,36,614,268,70,120,2850,306,67,28,374
User 7,2016-01-20,4384,26355,14.91,33,637,269,59,125,3053,318,32,13,350
User 7,2016-01-21,3843,21667,11.97,39,672,248,45,110,2472,339,26,14,365
User 7,2016-01-22,3500,16098,8.89,48,744,279,8,68,2055,234,6,7,241
User 7,2016-01-23,3404,14892,8.58,11,593,269,27,49,1898,416,12,9,431
User 7,2016-01-24,3423,14323,8.28,21,500,299,11,34,1908,497,50,22,547
User 7,2016-01-25,3747,19686,11.15,40,736,208,10,111,2202,400,29,13,429
User 7,2016-01-26,3876,22274,12.64,33,717,246,29,109,2462,305,34,11,339
User 7,2016-01-27,3702,20402,11.55,44,717,219,13,120,2233,337,31,16,371
User 7,2016-01-28,3574,16483,9.44,10,533,384,7,34,2216,346,14,8,360
User 7,2016-01-29,2707,7242,4.35,2,970,93,6,42,1020,302,27,11,329
User 7,2016-01-30,3119,11750,6.81,4,831,232,12,38,1563,303,21,16,327
User 7,2016-01-31,2935,10094,5.87,7,693,213,6,32,1331,227,18,11,245
User 8,2015-12-01,2184,2553,1.18,6,1330,110,0,0,471,0,0,0,0
User 8,2015-12-02,2549,6318,2.92,4,1162,278,0,0,1049,0,0,0,0
User 8,2015-12-03,2631,7590,3.5,14,822,281,0,0,1133,325,12,8,337
User 8,2015-12-04,2774,7009,3.24,13,836,308,0,0,1293,283,13,3,296
User 8,2015-12-05,2274,3573,1.65,10,948,159,0,0,645,323,10,6,333
User 8,2015-12-06,2377,4580,2.11,8,900,212,0,0,807,328,0,0,328
User 8,2015-12-07,2613,6149,2.84,6,768,286,0,0,1100,375,11,3,386
User 8,2015-12-08,2512,5927,2.74,8,788,251,0,0,983,386,15,7,401
User 8,2015-12-09,2748,6213,2.87,6,741,311,0,0,1256,383,5,2,388
User 8,2015-12-10,2963,8594,3.97,2,713,355,21,0,1568,348,3,2,351
User 8,2015-12-11,2194,3453,1.59,9,1302,138,0,0,539,0,0,0,0
User 8,2015-12-12,2345,3902,1.8,3,875,191,0,0,718,370,4,2,374
User 8,2015-12-13,2528,5887,2.72,9,843,255,0,0,1008,332,10,3,342
User 8,2015-12-14,2867,8563,3.95,8,797,283,23,0,1313,299,8,5,307
User 8,2015-12-15,3124,14525,6.71,5,669,354,16,14,1752,397,20,12,417
User 8,2015-12-16,3038,11873,5.48,12,741,345,15,3,1626,327,9,5,336
User 8,2015-12-17,3000,14506,6.7,1,699,314,3,7,1572,408,8,5,417
User 8,2015-12-18,2822,11369,5.25,6,715,246,22,12,1336,405,7,4,413
User 8,2015-12-19,2828,10571,4.88,5,726,308,0,0,1337,435,1,2,438
User 8,2015-12-20,2792,11263,5.2,2,746,259,9,18,1305,394,8,8,408
User 8,2015-12-21,2806,9896,4.57,11,755,307,12,8,1360,349,9,5,358
User 8,2015-12-22,2856,8102,3.74,17,623,400,0,0,1502,409,8,5,417
User 8,2015-12-23,2516,5088,2.35,4,884,249,0,0,963,298,9,4,307
User 8,2015-12-24,2393,4211,1.94,7,1228,212,0,0,804,0,0,0,0
User 8,2015-12-25,2583,5190,2.4,10,775,281,0,0,1033,373,11,7,384
User 8,2015-12-26,2621,5584,2.58,12,817,297,0,0,1103,312,14,7,326
User 8,2015-12-27,2405,5097,2.35,8,908,201,11,1,822,310,9,4,319
User 8,2015-12-28,2006,1409,0.65,3,986,79,0,0,292,371,4,3,375
User 8,2015-12-29,2479,4810,2.22,9,835,228,0,0,897,370,7,3,377
User 8,2015-12-30,2473,4993,2.31,7,798,240,0,0,916,400,2,2,402
User 8,2015-12-31,2376,4320,1.99,8,933,216,0,0,790,287,4,2,291
User 8,2015-11-01,2938,10443,4.9,11,733,314,10,17,1447,354,11,8,366
User 8,2015-11-02,2560,6538,3.02,4,734,292,0,0,1097,391,23,9,414
User 8,2015-11-03,2928,10703,4.94,6,614,397,12,5,1613,407,5,4,412
User 8,2015-11-04,2648,7418,3.42,4,758,318,0,0,1207,355,9,4,364
User 8,2015-11-05,2740,9081,4.19,1,760,329,0,0,1317,346,5,2,351
User 8,2015-11-06,2667,7782,3.59,17,697,328,0,0,1246,370,21,12,391
User 8,2015-11-07,2680,8338,3.85,16,700,286,8,12,1229,428,29,8,457
User 8,2015-11-08,2900,10145,4.68,4,681,414,0,0,1585,336,9,6,345
User 8,2015-11-09,3034,12353,5.7,12,658,397,29,2,1729,350,3,4,354
User 8,2015-11-10,2833,9857,4.55,13,767,372,0,0,1461,289,4,5,301
User 8,2015-11-11,2534,6158,2.84,8,726,277,0,0,1037,417,18,14,437
User 8,2015-11-12,2678,7723,3.57,7,757,318,7,0,1238,350,8,4,358
User 8,2015-11-13,2121,2434,1.12,9,918,126,0,0,455,386,10,6,396
User 8,2015-11-14,2662,8782,4.07,9,802,229,16,24,1169,357,12,5,369
User 8,2015-11-15,2505,5523,2.55,14,797,282,0,0,1022,355,6,5,361
User 8,2015-11-16,2709,8813,4.07,8,774,316,0,0,1265,340,10,3,350
User 8,2015-11-17,2579,7066,3.26,13,785,281,8,0,1105,360,6,3,366
User 8,2015-11-18,2478,5789,2.67,6,790,257,0,0,962,381,12,7,393
User 8,2015-11-19,2589,7227,3.34,11,792,297,0,0,1138,336,7,4,351
User 8,2015-11-20,2534,6481,2.99,9,1164,276,0,0,1046,0,0,0,0
User 8,2015-11-21,2722,8273,3.86,12,667,335,8,1,1320,419,10,7,429
User 8,2015-11-22,2329,4098,1.89,16,819,204,0,0,746,406,11,7,417
User 8,2015-11-23,2625,7038,3.25,16,772,300,11,0,1172,337,15,8,357
User 8,2015-11-24,2684,8218,3.79,13,737,309,8,2,1250,366,13,6,384
User 8,2015-11-25,2415,5231,2.42,8,800,231,0,0,869,402,7,3,409
User 8,2015-11-26,2862,10244,4.73,5,720,363,15,0,1500,333,9,7,342
User 8,2015-11-27,1978,1350,0.62,2,990,73,0,0,263,369,8,4,377
User 8,2015-11-28,2157,3400,1.57,12,940,129,0,0,505,359,12,4,371
User 8,2015-11-29,1786,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-11-30,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-01,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-02,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-03,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-04,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-05,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-06,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-07,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-08,1785,0,0,0,1440,0,0,0,0,0,0,0,0
User 8,2015-10-09,2584,7475,3.47,8,1173,226,33,8,1090,0,0,0,0
User 8,2015-10-10,2819,9329,4.31,10,649,366,9,1,1450,307,49,13,415
User 8,2015-10-11,2980,11209,5.18,31,578,409,15,2,1674,420,8,8,436
User 8,2015-10-12,2789,8757,4.04,22,633,308,55,1,1405,430,5,7,443
User 8,2015-10-13,2795,10020,4.63,10,730,315,7,3,1360,373,4,6,385
User 8,2015-10-14,2735,9442,4.36,15,758,270,31,10,1284,363,2,4,371
User 8,2015-10-15,2776,9263,4.28,11,713,310,25,4,1355,294,86,11,388
User 8,2015-10-16,2454,5563,2.57,9,815,236,0,0,905,242,140,13,389
User 8,2015-10-17,2602,6649,3.07,10,787,303,0,0,1130,340,10,5,350
User 8,2015-10-18,2818,9361,4.32,9,641,354,7,2,1429,419,17,10,436
User 8,2015-10-19,3045,12597,5.82,17,629,354,37,17,1710,389,7,8,403
User 8,2015-10-20,2723,8715,4.04,7,726,322,0,0,1284,378,8,8,392
User 8,2015-10-21,2854,9484,4.38,18,671,372,7,4,1479,363,14,11,386
User 8,2015-10-22,2747,9006,4.16,8,708,312,9,2,1299,396,13,9,409
User 8,2015-10-23,3191,15520,7.26,14,751,231,35,33,1430,382,6,6,390
User 8,2015-10-24,3368,19041,8.93,20,681,295,44,50,2022,364,6,5,370
User 8,2015-10-25,2523,7395,3.44,21,836,202,16,12,979,365,8,7,374
User 8,2015-10-26,2923,10114,4.67,19,625,406,11,1,1601,375,21,10,397
User 8,2015-10-27,2615,7201,3.32,14,734,301,0,0,1148,399,6,3,405
User 8,2015-10-28,2882,9823,4.54,11,623,381,12,5,1540,406,10,6,416
User 8,2015-10-29,2600,6495,3,10,708,312,0,0,1147,415,8,5,423
User 8,2015-10-30,2497,6143,2.84,7,765,251,9,0,986,402,13,6,415
User 8,2015-10-31,2879,11343,5.24,11,623,319,33,10,1508,445,10,6,455
User 9,2016-01-01,2598,5868,2.71,12,775,256,12,0,1074,395,2,1,397
User 9,2016-01-02,2297,3471,1.6,9,818,180,0,0,674,436,6,5,442
User 9,2016-01-03,2473,4906,2.26,1,877,224,0,0,899,333,6,3,339
User 9,2016-01-04,2828,8518,3.93,15,675,348,0,0,1387,383,7,4,390
User 9,2016-01-05,3195,11014,5.08,8,583,432,5,2,1850,439,6,3,445
User 9,2016-01-06,2641,6633,3.06,15,778,290,0,0,1139,363,9,4,372
User 9,2016-01-07,2544,6182,2.85,5,831,259,0,0,1009,174,8,3,182
User 9,2016-01-08,2224,3486,1.61,5,932,142,0,0,581,358,8,4,366
User 9,2016-01-09,2370,3865,1.78,5,876,199,0,0,755,360,5,2,365
User 9,2016-01-10,2329,3635,1.68,11,859,171,0,0,701,403,6,7,410
User 9,2016-01-11,2685,7562,3.49,12,718,299,0,0,1198,384,14,6,398
User 9,2016-01-12,2696,6968,3.22,11,728,307,0,0,1226,225,7,3,232
User 9,2016-01-13,2957,9866,4.55,14,656,381,7,9,1599,383,4,3,387
User 9,2016-01-14,2353,5129,2.37,2,835,186,5,4,781,405,5,5,410
User 9,2016-01-15,1778,0,0,0,1440,0,0,0,0,0,0,0,0
User 9,2016-01-16,2571,4861,2.24,9,789,260,0,0,1014,383,8,4,391
User 9,2016-01-17,2444,5009,2.31,6,777,246,0,0,909,408,2,2,412
User 9,2016-01-18,2644,7169,3.31,4,724,287,0,0,1145,413,6,3,421
User 9,2016-01-19,2780,6890,3.18,9,692,309,0,0,1272,425,6,5,431
User 9,2016-01-20,2527,5462,2.52,4,763,259,0,0,995,427,10,5,437
User 9,2016-01-21,2788,7896,3.64,15,785,332,0,0,1337,323,0,0,323
User 9,2016-01-22,3014,9394,4.34,14,685,366,16,0,1631,371,2,2,373
User 9,2016-01-23,2797,7519,3.47,15,739,331,3,6,1355,356,5,4,361
User 9,2016-01-24,2403,4559,2.1,7,824,207,7,0,817,387,15,7,402
User 9,2016-01-25,2596,6289,2.9,9,1186,248,6,0,1049,0,0,0,0
User 9,2016-01-26,2629,6281,2.9,17,829,278,0,0,1107,325,6,4,333
User 9,2016-01-27,2745,7250,3.35,13,726,316,6,1,1287,386,5,3,391
User 9,2016-01-28,2660,7101,3.28,11,743,293,0,0,1168,394,10,5,404
User 9,2016-01-29,2526,6299,2.91,16,791,260,0,0,995,382,7,3,389
User 9,2016-01-30,2353,3565,1.65,11,852,191,0,0,737,383,14,7,397
User 9,2016-01-31,2542,6881,3.18,12,821,227,4,4,970,382,2,2,384
User 10,2016-02-01,2138,4444,1.91,2,858,145,0,0,566,217,6,4,224
User 10,2016-02-02,2359,5653,2.43,5,968,210,0,0,815,228,33,16,262
User 10,2016-02-03,1700,216,0.09,0,1427,13,0,0,43,0,0,0,0
User 10,2016-02-04,2328,5714,2.46,2,862,194,5,6,811,296,27,11,323
User 10,2016-02-05,2212,3399,1.46,6,641,152,0,0,599,677,20,13,697
User 10,2016-02-06,2093,2974,1.28,1,890,118,12,1,478,239,6,6,245
User 10,2016-02-07,1770,562,0.24,0,923,41,0,0,129,350,8,5,358
User 10,2016-02-08,1657,0,0,0,1440,0,0,0,0,0,0,0,0
User 10,2016-02-09,1657,0,0,0,1440,0,0,0,0,0,0,0,0
User 10,2016-02-10,2150,3819,1.64,3,705,124,0,0,509,567,44,23,611
User 10,2016-02-11,2465,5993,2.59,2,1010,208,6,4,871,204,7,5,212
User 10,2016-02-12,1958,1158,0.5,0,791,73,0,0,263,416,20,16,436
User 10,2016-02-13,2342,3339,1.44,0,1064,166,0,0,676,204,6,2,210
User 10,2016-02-14,2172,2500,1.08,3,1008,142,0,0,530,269,14,5,283
User 10,2016-02-15,2645,8116,3.49,3,531,317,0,0,1271,580,19,10,599
User 10,2016-02-16,2425,5847,2.52,1,829,250,0,0,960,231,18,9,249
User 10,2016-02-17,2697,8606,3.7,6,650,219,13,14,1185,532,12,8,544
User 10,2016-02-18,2594,7434,3.2,3,916,261,0,0,1065,257,6,4,263
User 10,2016-02-19,2219,5286,2.29,5,882,43,13,41,653,449,10,7,461
User 10,2016-02-20,2839,7006,3.02,9,612,262,20,10,1350,520,16,10,536
User 10,2016-02-21,2292,2484,1.07,1,820,152,2,12,675,433,21,12,454
User 10,2016-02-22,1909,1349,0.58,1,664,66,0,0,236,464,21,14,485
User 10,2016-02-23,2299,6014,2.59,7,1025,203,0,0,781,205,7,6,212
User 10,2016-02-24,1380,2081,0.9,2,380,82,0,0,346,251,9,8,260
User 11,2015-12-01,2226,1065,0.48,0,872,62,0,0,253,489,20,15,510
User 11,2015-12-02,3238,7002,3.16,12,732,269,0,0,1368,429,32,19,461
User 11,2015-12-03,3451,8209,3.7,7,776,185,6,41,1550,424,28,15,452
User 11,2015-12-04,3413,8299,3.82,4,769,181,7,46,1544,412,20,10,439
User 11,2015-12-05,3902,5898,2.66,8,1126,212,69,33,1982,0,0,0,0
User 11,2015-12-06,3478,9310,4.2,7,720,219,4,31,1500,430,33,14,463
User 11,2015-12-07,3362,8130,3.67,8,789,144,12,60,1523,421,12,6,438
User 11,2015-12-08,3452,11489,5.53,10,751,174,19,62,1626,423,11,8,434
User 11,2015-12-09,2886,4923,2.37,11,851,201,0,0,967,372,13,10,388
User 11,2015-12-10,3525,11222,5.44,8,706,189,20,58,1743,394,19,11,413
User 11,2015-12-11,3130,8625,4.15,7,800,156,10,35,1206,472,21,13,493
User 11,2015-12-12,3171,7512,3.62,7,800,128,17,34,1171,437,17,9,455
User 11,2015-12-13,3268,10160,4.89,5,661,148,5,57,1413,467,24,18,499
User 11,2015-12-14,2470,2892,1.39,4,716,125,0,0,550,507,17,12,524
User 11,2015-12-15,3345,11396,5.49,11,700,166,13,63,1561,548,39,17,587
User 11,2015-12-16,2573,3708,1.79,15,835,150,0,0,679,470,28,18,499
User 11,2015-12-17,3166,9611,4.63,12,780,160,16,48,1363,436,17,14,453
User 11,2015-12-18,3078,6679,3.25,13,830,169,9,11,1110,406,15,9,421
User 11,2015-12-19,3532,10876,5.54,4,808,140,5,78,1712,394,15,10,409
User 11,2015-12-20,3374,9523,4.62,13,729,168,22,60,1591,431,21,13,461
User 11,2015-12-21,3518,11358,5.54,11,674,202,17,53,1775,416,36,22,452
User 11,2015-12-22,3461,10880,5.32,13,757,165,6,63,1657,469,22,13,491
User 11,2015-12-23,3651,12564,6.05,12,780,192,18,72,1932,361,12,8,378
User 11,2015-12-24,2688,4388,2.11,6,855,171,0,0,804,387,27,13,414
User 11,2015-12-25,2982,9365,4.51,7,755,116,1,62,1119,493,13,8,506
User 11,2015-12-26,2533,2177,1.05,4,1314,126,0,0,548,0,0,0,0
User 11,2015-12-27,2624,3815,1.84,7,816,162,0,0,739,439,23,14,462
